gene	reportMissense	reportNonsense	reportSplice	reportDeletion	reportDisruption	reportAmplification	reportSomaticHotspot	likelihoodType	reportGermlineVariant	reportGermlineHotspot	reportGermlineDisruption	reportGermlineDeletion	additionalReportedTranscripts	reportPGX
MACROD2	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
MAP2K1	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
MAP2K2	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
MAP2K4	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
MAP2K7	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
MAP3K1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
MAP3K13	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
MAP3K21	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
MAX	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
MCL1	false	false	false	false	false	true	false	ONCO	NONE	NONE	NONE	NONE		false
MDM2	false	false	false	false	false	true	false	ONCO	NONE	NONE	NONE	NONE		false
MDM4	false	false	false	false	false	true	false	ONCO	NONE	NONE	NONE	NONE		false
MECOM	false	false	false	false	false	true	false	ONCO	NONE	NONE	NONE	NONE		false
MED12	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
MEGF6	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
MEN1	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
MET	true	false	true	false	false	true	true	ONCO	NONE	VARIANT_NOT_LOST	NONE	NONE		false
MGA	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
MGMT	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
MIPOL1	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
MITF	true	false	false	false	false	true	true	ONCO	NONE	VARIANT_NOT_LOST	NONE	NONE		false
MLH1	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
MPL	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
MRE11	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
MSH2	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
MSH6	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
MST1R	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
MTHFR	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
MTOR	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
MUTYH	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
MYC	false	false	false	false	false	true	false	ONCO	NONE	NONE	NONE	NONE		false
MYCL	false	false	false	false	false	true	false	ONCO	NONE	NONE	NONE	NONE		false
MYCN	false	false	false	false	false	true	false	ONCO	NONE	NONE	NONE	NONE		false
MYD88	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
MYOD1	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
NAALADL2	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
NBN	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
NCOA2	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
NCOR1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
NEGR1	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
NF1	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
NF2	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
NFE2L2	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
NFKBIE	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
NIPBL	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
NOTCH1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
NOTCH2	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
NPM1	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
NRAS	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
NRG1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
NSD1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
NT5C2	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
NTHL1	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
NTRK1	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
NTRK2	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
NTRK3	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
OR11H1	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
OR4F21	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
OR4N2	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
PABPC1	false	false	false	false	false	true	false	ONCO	NONE	NONE	NONE	NONE		false
PALB2	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
PARD3	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
PARD3B	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
PARD6G	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
PAX5	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
PBRM1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
PDE4D	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
PDGFRA	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
PDGFRB	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
PDYN	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
PHF6	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
PHOX2B	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
PIK3CA	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
PIK3R1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
PIK3R4	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
PIM1	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
PLCG1	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
PLXNB2	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
PML	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
PMS2	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
POLD1	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
POLE	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
POT1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
PPM1D	true	true	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
PPP1R15A	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
PPP2R1A	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
PPP2R2A	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
PPP2R3B	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
PPP6C	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
PRDM1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
PREX2	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
PRKACA	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
PRKAR1A	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
PRKN	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
PSIP1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
PTCH1	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
PTEN	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
PTK6	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
PTPN11	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
PTPN13	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
PTPRB	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
PTPRD	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
PTPRN2	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
PUDP	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
RABAC1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
RAC1	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
RACGAP1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
RAD21	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
RAD50	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
RAD51	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
RAD51B	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
RAD51C	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
RAD51D	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
RAD54L	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
RAF1	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
RARG	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
RASA1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
RB1	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
RBM10	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
RET	true	false	false	false	false	true	true	ONCO	NONE	VARIANT_NOT_LOST	NONE	NONE		false
RHOA	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
RHOB	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
RNF111	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
RNF43	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
ROS1	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
RPL10	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
RPL22	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
RPL5	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
RPS6KA3	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
RSF1	false	false	false	false	false	true	false	ONCO	NONE	NONE	NONE	NONE		false
RUNX1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
RXRA	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
RYR1	false	false	false	false	false	true	false	ONCO	NONE	NONE	NONE	NONE		false
SAV1	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
SDHA	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
SDHAF2	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
SDHB	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
SDHC	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
SDHD	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
SEMG2	false	false	false	false	false	true	false	ONCO	NONE	NONE	NONE	NONE		false
SETBP1	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
SETD2	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
SF3B1	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
SGCZ	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
SH2B3	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
SIX1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
SIX2	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
SLCO1B1	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
SMAD2	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
SMAD3	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
SMAD4	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
SMARCA1	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
SMARCA4	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
SMARCB1	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
SMARCD1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
SMARCE1	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
SMC3	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
SMO	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
SMTNL2	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
SOCS1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
SOX4	false	false	false	false	false	true	false	ONCO	NONE	NONE	NONE	NONE		false
SOX9	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
SPATA31A7	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
SPEN	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
SPOP	true	true	true	true	true	true	true	ONCO	NONE	NONE	NONE	NONE		false
SPRED1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
SPTAN1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
SRC	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
SRSF2	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
STAG2	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
STAT3	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
STAT5B	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
STK11	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
STS	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
SUFU	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
TBL1XR1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
TBX3	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
TCF12	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
TCF7L2	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
TENM1	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
TERT	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
TET2	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
TG	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
TGFBR1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
TGFBR2	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
TGIF1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
TMEM30A	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
TMPRSS2	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
TNFAIP3	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
TNFRSF14	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
TOP1	false	false	false	false	false	true	false	ONCO	NONE	NONE	NONE	NONE		false
TOP2A	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
TP53	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
TP63	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
TPMT	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
TPTE	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
TRAF7	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
TRIM51	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
TSC1	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
TSC2	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
TSHR	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
TYMS	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
U2AF1	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
UBR5	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
UGT1A8	false	false	false	false	false	false	false	ONCO	NONE	NONE	NONE	NONE		true
USP22	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
USP28	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
USP32	false	false	false	false	false	true	false	ONCO	NONE	NONE	NONE	NONE		false
USP8	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
VEGFA	false	false	false	false	false	true	false	ONCO	NONE	NONE	NONE	NONE		false
VHL	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
WEE1	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
WT1	true	true	true	true	true	false	true	TSG	VARIANT_NOT_LOST	VARIANT_NOT_LOST	VARIANT_NOT_LOST	WILDTYPE_LOST		false
WWC3	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
WWOX	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
XPO1	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
XRCC1	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
ZBTB10	false	false	false	false	false	true	false	ONCO	NONE	NONE	NONE	NONE		false
ZBTB20	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
ZBTB7B	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
ZFHX3	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
ZFP36L1	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
ZFP36L2	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
ZFX	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
ZIM3	true	false	false	false	false	true	true	ONCO	NONE	NONE	NONE	NONE		false
ZMIZ1	false	false	false	false	false	true	false	ONCO	NONE	NONE	NONE	NONE		false
ZMYM3	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
ZNF217	false	false	false	false	false	true	false	ONCO	NONE	NONE	NONE	NONE		false
ZNF521	false	false	false	true	false	false	false	TSG	NONE	NONE	NONE	NONE		false
ZNF703	false	false	false	false	false	true	false	ONCO	NONE	NONE	NONE	NONE		false
ZNF750	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
ZNRF3	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false
ZRSR2	true	true	true	true	true	false	true	TSG	NONE	NONE	NONE	NONE		false